idEmp,numAula,dia,fecha,hora_ini,hora_fin
2888,6,4,30/05/2013,14:00,15:30
6827,7,4,30/05/2013,14:00,15:30
1737,8,4,30/05/2013,14:00,15:30
6515,9,4,30/05/2013,14:00,15:30
7984,10,4,30/05/2013,14:00,15:30
9918,11,4,30/05/2013,14:00,15:30
8951,12,4,30/05/2013,14:00,15:30
2891,13,4,30/05/2013,14:00,15:30
9127,14,4,30/05/2013,14:00,15:30
8990,15,4,30/05/2013,14:00,15:30
894,16,4,30/05/2013,14:00,15:30
2406,17,4,30/05/2013,14:00,15:30
7098,18,4,30/05/2013,16:00,17:30
8460,19,4,30/05/2013,16:00,17:30
430,20,4,30/05/2013,16:00,17:30
7972,21,4,30/05/2013,16:00,17:30
8466,22,4,30/05/2013,16:00,17:30
2473,1,4,30/05/2013,16:00,17:30
2643,2,4,30/05/2013,16:00,17:30
8701,3,4,30/05/2013,16:00,17:30
7582,4,4,30/05/2013,16:00,17:30
8590,5,4,30/05/2013,16:00,17:30
430,6,4,30/05/2013,16:00,17:30
6526,7,4,30/05/2013,16:00,17:30
1346,8,4,30/05/2013,16:00,17:30
9964,9,4,30/05/2013,16:00,17:30
6881,10,4,30/05/2013,16:00,17:30
9394,11,4,30/05/2013,16:00,17:30
7732,12,4,30/05/2013,16:00,17:30
9127,13,4,30/05/2013,16:00,17:30
7831,14,4,30/05/2013,16:00,17:30
577,15,4,30/05/2013,16:00,17:30
7474,16,5,31/05/2013,07:00,08:30
6741,17,5,31/05/2013,07:00,08:30
8460,18,5,31/05/2013,07:00,08:30
9421,19,5,31/05/2013,07:00,08:30
3908,20,5,31/05/2013,07:00,08:30
9138,21,5,31/05/2013,07:00,08:30
9977,22,5,31/05/2013,07:00,08:30
8800,1,5,31/05/2013,07:00,08:30
577,2,5,31/05/2013,07:00,08:30
8951,3,5,31/05/2013,07:00,08:30
8524,4,5,31/05/2013,07:00,08:30
2209,5,5,31/05/2013,07:00,08:30
9033,6,5,31/05/2013,07:00,08:30
7474,7,5,31/05/2013,07:00,08:30
2888,8,5,31/05/2013,07:00,08:30
7706,9,5,31/05/2013,07:00,08:30
421,10,5,31/05/2013,07:00,08:30
2473,11,5,31/05/2013,07:00,08:30
3908,12,5,31/05/2013,07:00,08:30
8590,13,5,31/05/2013,07:00,08:30
7984,14,5,31/05/2013,07:00,08:30
6526,15,5,31/05/2013,07:00,08:30
2550,16,5,31/05/2013,07:00,08:30
9790,17,5,31/05/2013,07:00,08:30
8468,18,5,31/05/2013,07:00,08:30
8988,19,5,31/05/2013,07:00,08:30
9394,20,5,31/05/2013,07:00,08:30
1033,21,5,31/05/2013,07:00,08:30
1716,22,5,31/05/2013,14:00,15:30
2888,1,5,31/05/2013,14:00,15:30
6827,2,5,31/05/2013,14:00,15:30
7098,3,5,31/05/2013,14:00,15:30
2780,4,5,31/05/2013,14:00,15:30
7972,5,5,31/05/2013,14:00,15:30
6881,6,5,31/05/2013,14:00,15:30
9394,7,5,31/05/2013,14:00,15:30
8460,8,5,31/05/2013,14:00,15:30
9255,9,5,31/05/2013,14:00,15:30
7379,10,5,31/05/2013,14:00,15:30
8667,11,5,31/05/2013,14:00,15:30
9964,12,5,31/05/2013,14:00,15:30
7128,13,5,31/05/2013,14:00,15:30
894,14,5,31/05/2013,14:00,15:30
2406,15,5,31/05/2013,14:00,15:30
