fecha,IdEmp,numAula,numSemestre,dia,hora_ini,hora_fin
21/05/2013,8882,10,5,2,14:00,15:30
21/05/2013,8990,10,5,2,14:00,15:30
21/05/2013,3628,10,5,2,14:00,15:30
21/05/2013,8182,11,5,2,14:00,15:30
21/05/2013,8182,12,5,2,14:00,15:30
21/05/2013,7381,13,5,2,14:00,15:30
21/05/2013,2797,14,5,2,14:00,15:30
21/05/2013,8182,15,5,2,14:00,15:30
21/05/2013,6323,16,5,2,14:00,15:30
21/05/2013,8182,17,5,2,14:00,15:30
21/05/2013,9107,18,5,2,14:00,15:30
21/05/2013,6996,19,5,2,14:00,15:30
21/05/2013,8466,20,5,2,14:00,15:30
22/05/2013,648,1,5,3,07:00,08:30
22/05/2013,1291,2,5,3,07:00,08:30
22/05/2013,8182,3,5,3,07:00,08:30
22/05/2013,8182,4,5,3,07:00,08:30
22/05/2013,9267,5,5,3,07:00,08:30
22/05/2013,9976,6,5,3,07:00,08:30
22/05/2013,6554,7,5,3,07:00,08:30
22/05/2013,2943,8,5,3,07:00,08:30
22/05/2013,8182,9,5,3,07:00,08:30
22/05/2013,2797,10,5,3,07:00,08:30
22/05/2013,8182,11,5,3,07:00,08:30
22/05/2013,8182,12,5,3,07:00,08:30
22/05/2013,8182,13,5,3,07:00,08:30
22/05/2013,3628,14,5,3,07:00,08:30
22/05/2013,851,15,5,3,07:00,08:30
22/05/2013,8182,16,5,3,07:00,08:30
22/05/2013,6323,17,5,3,07:00,08:30
22/05/2013,6996,18,5,3,07:00,08:30
22/05/2013,9398,19,5,3,07:00,08:30
22/05/2013,8466,20,5,3,07:00,08:30
22/05/2013,648,1,5,3,14:00,15:30
22/05/2013,1291,2,5,3,14:00,15:30
22/05/2013,8182,3,5,3,14:00,15:30
22/05/2013,8182,4,5,3,14:00,15:30
22/05/2013,9267,5,5,3,14:00,15:30
22/05/2013,9976,6,5,3,14:00,15:30
22/05/2013,6554,7,5,3,14:00,15:30
22/05/2013,2943,8,5,3,14:00,15:30
22/05/2013,8182,9,5,3,14:00,15:30
22/05/2013,2797,10,5,3,14:00,15:30
22/05/2013,8182,11,5,3,14:00,15:30
22/05/2013,8182,12,5,3,14:00,15:30
22/05/2013,8182,13,5,3,14:00,15:30
22/05/2013,3628,14,5,3,14:00,15:30
22/05/2013,851,15,5,3,14:00,15:30
22/05/2013,8182,16,5,3,14:00,15:30
22/05/2013,6323,17,5,3,14:00,15:30
22/05/2013,6996,18,5,3,14:00,15:30
22/05/2013,9398,19,5,3,14:00,15:30
22/05/2013,8466,20,5,3,14:00,15:30
23/05/2013,8182,9,5,4,14:00,15:30
23/05/2013,6323,11,5,4,14:00,15:30
