IdEmp,numAula,dia,fecha,hora_ini,hora_fin
8182,1,5,17/05/2013,14:00,15:30
8182,2,5,17/05/2013,14:00,15:30
8182,7,5,17/05/2013,14:00,15:30
8182,8,5,17/05/2013,14:00,15:30
8182,11,5,17/05/2013,14:00,15:30
8182,12,5,17/05/2013,14:00,15:30
7763,16,5,17/05/2013,14:00,15:30
9394,16,5,17/05/2013,14:00,15:30
851,16,5,17/05/2013,14:00,15:30
7381,17,5,17/05/2013,14:00,15:30
6996,18,5,17/05/2013,14:00,15:30
8182,19,5,17/05/2013,14:00,15:30
8466,20,5,17/05/2013,14:00,15:30
9267,3,1,20/05/2013,07:00,08:30
9976,4,1,20/05/2013,07:00,08:30
8182,5,1,20/05/2013,07:00,08:30
8808,6,1,20/05/2013,07:00,08:30
2943,8,1,20/05/2013,07:00,08:30
8182,12,1,20/05/2013,07:00,08:30
8182,18,1,20/05/2013,07:00,08:30
8182,19,1,20/05/2013,07:00,08:30
6827,1,1,20/05/2013,08:30,10:00
1291,2,1,20/05/2013,08:30,10:00
648,7,1,20/05/2013,08:30,10:00
8182,20,1,20/05/2013,08:30,10:00
8182,9,1,20/05/2013,14:00,15:30
8182,10,1,20/05/2013,14:00,15:30
8182,11,1,20/05/2013,14:00,15:30
8182,13,1,20/05/2013,14:00,15:30
8182,14,1,20/05/2013,14:00,15:30
3841,15,1,20/05/2013,14:00,15:30
2797,16,1,20/05/2013,14:00,15:30
8182,17,1,20/05/2013,14:00,15:30
2943,1,2,21/05/2013,07:00,08:30
2780,2,2,21/05/2013,07:00,08:30
8182,3,2,21/05/2013,07:00,08:30
9976,4,2,21/05/2013,07:00,08:30
8182,5,2,21/05/2013,07:00,08:30
8808,6,2,21/05/2013,07:00,08:30
1291,7,2,21/05/2013,07:00,08:30
9267,8,2,21/05/2013,07:00,08:30
851,9,2,21/05/2013,07:00,08:30
3628,10,2,21/05/2013,07:00,08:30
8182,11,2,21/05/2013,07:00,08:30
8182,12,2,21/05/2013,07:00,08:30
7381,13,2,21/05/2013,07:00,08:30
2797,14,2,21/05/2013,07:00,08:30
8182,15,2,21/05/2013,07:00,08:30
6323,16,2,21/05/2013,07:00,08:30
8182,17,2,21/05/2013,07:00,08:30
9107,18,2,21/05/2013,07:00,08:30
6996,19,2,21/05/2013,07:00,08:30
8466,20,2,21/05/2013,07:00,08:30
2943,1,2,21/05/2013,14:00,15:30
2780,2,2,21/05/2013,14:00,15:30
8182,3,2,21/05/2013,14:00,15:30
9976,4,2,21/05/2013,14:00,15:30
8182,5,2,21/05/2013,14:00,15:30
8808,6,2,21/05/2013,14:00,15:30
1291,7,2,21/05/2013,14:00,15:30
9267,8,2,21/05/2013,14:00,15:30
851,9,2,21/05/2013,14:00,15:30
7376,10,2,21/05/2013,14:00,15:30
8882,10,2,21/05/2013,14:00,15:30
8990,10,2,21/05/2013,14:00,15:30
3628,10,2,21/05/2013,14:00,15:30
8182,11,2,21/05/2013,14:00,15:30
8182,12,2,21/05/2013,14:00,15:30
7381,13,2,21/05/2013,14:00,15:30
2797,14,2,21/05/2013,14:00,15:30
8182,15,2,21/05/2013,14:00,15:30
6323,16,2,21/05/2013,14:00,15:30
8182,17,2,21/05/2013,14:00,15:30
9107,18,2,21/05/2013,14:00,15:30
6996,19,2,21/05/2013,14:00,15:30
8466,20,2,21/05/2013,14:00,15:30
648,1,3,22/05/2013,07:00,08:30
1291,2,3,22/05/2013,07:00,08:30
8182,3,3,22/05/2013,07:00,08:30
8182,4,3,22/05/2013,07:00,08:30
9267,5,3,22/05/2013,07:00,08:30
9976,6,3,22/05/2013,07:00,08:30
6554,7,3,22/05/2013,07:00,08:30
2943,8,3,22/05/2013,07:00,08:30
8182,9,3,22/05/2013,07:00,08:30
2797,10,3,22/05/2013,07:00,08:30
8182,11,3,22/05/2013,07:00,08:30
8182,12,3,22/05/2013,07:00,08:30
8182,13,3,22/05/2013,07:00,08:30
3628,14,3,22/05/2013,07:00,08:30
851,15,3,22/05/2013,07:00,08:30
8182,16,3,22/05/2013,07:00,08:30
6323,17,3,22/05/2013,07:00,08:30
6996,18,3,22/05/2013,07:00,08:30
9398,19,3,22/05/2013,07:00,08:30
8466,20,3,22/05/2013,07:00,08:30
648,1,3,22/05/2013,14:00,15:30
1291,2,3,22/05/2013,14:00,15:30
8182,3,3,22/05/2013,14:00,15:30
8182,4,3,22/05/2013,14:00,15:30
9267,5,3,22/05/2013,14:00,15:30
9976,6,3,22/05/2013,14:00,15:30
6554,7,3,22/05/2013,14:00,15:30
2943,8,3,22/05/2013,14:00,15:30
8182,9,3,22/05/2013,14:00,15:30
2797,10,3,22/05/2013,14:00,15:30
8182,11,3,22/05/2013,14:00,15:30
8182,12,3,22/05/2013,14:00,15:30
8182,13,3,22/05/2013,14:00,15:30
